PRICE;MIN_NIGHTS;QTD_VIEWS;REVIEWS_MONTH;CALC_HOST_LISTINGS_COUNT;AVAILABILITY_365;SK_DT_LAST_REVIEW;SK_ANUNCIO;SK_HOST;SK_ROOM_TYPE;SK_LOCALIDADE
140;3;0;;6;232;;48842;36345;3;131
85;3;0;;6;300;;48859;36345;3;131
77;1;197;2;1;309;23/06/2019;435;374;3;67
85;2;43;1;1;299;06/07/2019;17304;14673;3;67
35;2;18;5;1;51;30/06/2019;42663;33274;3;67
65;1;1;1;1;29;04/07/2019;43766;33956;3;67
700;7;0;;1;0;;3051;2631;3;132
120;3;60;2;3;281;04/07/2019;1558;1344;3;33
120;3;51;2;3;253;03/07/2019;1575;1344;3;33
120;3;55;1;3;289;04/06/2019;1576;1344;3;33
105;2;216;4;1;70;18/06/2019;4725;4097;3;33
150;2;110;2;1;294;27/06/2019;5499;4750;3;33
195;3;124;2;1;305;26/06/2019;5806;5007;3;33
90;1;0;;1;0;;6887;5942;3;33
125;1;262;5;1;246;06/07/2019;8988;7716;3;33
500;1;10;0;1;0;18/07/2016;10133;8747;3;33
450;1;0;;1;341;;10443;9007;3;33
125;2;156;4;1;263;25/06/2019;16345;13890;3;33
87;1;162;4;1;332;23/06/2019;17674;14990;3;33
120;1;0;;1;0;;17873;15150;3;33
96;2;1;0;1;0;08/08/2016;18143;15377;3;33
199;3;169;5;1;302;24/06/2019;18388;15580;3;33
300;2;73;2;1;228;23/06/2019;18438;15614;3;33
110;2;9;0;1;8;03/06/2017;19203;16188;3;33
106;2;93;3;1;34;20/06/2019;21255;17831;3;33
275;4;31;1;2;283;04/07/2019;21557;18076;3;33
120;1;85;3;2;340;21/06/2019;23719;19780;3;33
50;1;28;1;1;13;28/06/2019;23996;20013;3;33
275;3;104;4;1;293;27/06/2019;24260;20228;3;33
150;3;87;5;3;200;01/07/2019;26635;22092;3;33
255;4;42;3;1;285;20/06/2019;26833;22235;3;33
120;1;161;8;1;287;27/06/2019;26959;22323;3;33
99;1;118;6;1;320;23/06/2019;28059;23188;3;33
100;2;0;;1;0;;28316;23396;3;33
90;3;1;0;1;0;02/01/2018;28334;23413;3;33
150;2;3;0;2;0;10/07/2018;28697;23707;3;33
50;1;95;6;2;0;24/06/2019;29919;16824;3;33
289;4;10;1;2;271;06/07/2019;29994;18076;3;33
65;2;14;1;1;0;10/11/2018;29995;24722;3;33
120;3;2;2;1;180;04/06/2019;30476;25093;3;33
150;4;27;2;1;321;23/06/2019;31278;25672;3;33
100;3;8;1;1;0;01/01/2019;31640;25923;3;33
156;1;2;0;1;0;05/07/2018;33126;27025;3;33
60;14;3;0;1;4;07/01/2019;33229;27099;3;33
145;3;55;4;1;133;19/06/2019;33461;27265;3;33
125;1;33;3;1;95;07/07/2019;35086;28322;3;33
115;2;34;4;1;81;20/06/2019;36238;29126;3;33
80;3;4;1;1;0;23/02/2019;37851;30247;3;33
110;2;27;4;1;137;05/07/2019;37896;30282;3;33
136;2;17;2;1;348;06/07/2019;38118;30438;3;33
125;3;14;2;1;42;13/06/2019;38131;30447;3;33
95;2;0;;1;17;;40931;32231;3;33
250;2;12;3;1;137;07/07/2019;41001;32270;3;33
98;2;15;4;5;337;26/06/2019;41318;28224;3;33
125;1;14;4;1;288;23/06/2019;42575;33210;3;33
99;3;9;3;1;236;26/06/2019;43200;33615;3;33
79;30;0;;1;333;;44298;34286;3;33
99;30;1;1;1;333;31/05/2019;44350;34320;3;33
189;2;10;4;1;62;22/06/2019;44362;34328;3;33
179;1;5;3;4;23;30/06/2019;44647;34490;3;33
150;1;4;2;4;56;27/05/2019;44695;34490;3;33
179;1;5;3;4;76;07/07/2019;44699;34490;3;33
179;1;4;2;4;75;05/07/2019;44702;34490;3;33
146;2;7;5;2;89;30/06/2019;45204;34791;3;33
89;30;0;;1;333;;45299;34856;3;33
150;1;3;2;2;155;15/06/2019;45789;35185;3;33
169;2;0;;2;91;;45845;34791;3;33
108;2;2;2;1;5;23/06/2019;45851;35236;3;33
189;1;2;2;1;212;05/07/2019;45942;35287;3;33
169;1;0;;1;60;;47714;36581;3;33
35;7;2;0;1;90;23/07/2018;1169;995;2;71
39;2;169;2;4;306;12/06/2019;1580;1362;2;71
38;1;187;2;4;241;23/06/2019;1708;1362;2;71
49;2;114;2;4;240;29/06/2019;4797;4161;2;71
47;2;75;1;4;172;05/07/2018;4828;4161;2;71
49;2;42;1;4;227;21/06/2019;6025;4161;2;71
47;2;97;2;4;262;12/06/2019;6099;4161;2;71
63;4;40;1;5;0;16/07/2018;10783;9293;2;71
85;7;9;0;1;364;26/06/2019;12318;10619;2;71
50;1;8;0;1;280;12/11/2018;17631;14953;2;71
33;1;0;;1;179;;22777;19027;2;71
49;3;1;0;1;0;01/06/2017;23280;19425;2;71
70;1;3;0;2;0;12/06/2017;23283;19262;2;71
45;1;38;3;1;85;01/07/2019;31815;26057;2;71
142;1;29;2;5;48;25/06/2019;33552;27111;2;71
142;1;36;4;5;57;02/07/2019;33555;27111;2;71
142;1;30;3;5;48;02/07/2019;33569;27111;2;71
142;1;30;3;5;57;02/07/2019;33571;27111;2;71
34;2;0;;1;0;;33742;27470;2;71
60;2;1;0;1;363;01/01/2019;38380;30611;2;71
35;2;21;3;1;252;30/06/2019;38595;30767;2;71
80;3;4;1;1;155;12/05/2019;39858;31533;2;71
36;2;2;2;4;81;21/06/2019;45760;35167;2;71
38;2;1;1;4;90;23/06/2019;45761;35167;2;71
120;2;0;;4;84;;45762;35167;2;71
40;2;0;;4;90;;46423;35167;2;71
41;2;7;1;1;0;08/01/2019;35821;28845;2;217
50;7;0;;4;189;;705;592;2;88
34;4;39;1;8;347;27/04/2019;20097;16892;2;88
105;1;12;0;1;89;19/05/2019;20134;16926;2;88
32;4;26;1;8;315;19/05/2019;27290;16892;2;88
33;4;6;0;8;285;26/03/2019;31459;16892;2;88
35;4;11;1;8;338;10/06/2019;31556;16892;2;88
33;4;17;1;8;316;06/07/2019;31874;16892;2;88
32;4;10;1;8;340;01/05/2019;32142;16892;2;88
34;4;8;1;8;290;08/06/2019;35122;16892;2;88
65;1;1;0;2;362;01/01/2019;38964;30915;2;88
65;1;8;1;2;362;02/07/2019;40064;30915;2;88
35;2;201;3;2;88;18/06/2019;2924;2519;2;108
149;1;91;2;5;358;01/07/2019;5343;4621;2;108
149;1;56;1;5;361;06/07/2019;8557;4621;2;108
200;2;70;1;1;90;24/06/2019;10310;8890;2;108
95;1;31;1;5;361;13/05/2018;15254;4621;2;108
150;1;2;0;1;0;22/08/2016;17101;14492;2;108
69;1;51;1;4;152;11/06/2019;17469;14819;2;108
37;1;114;3;2;305;04/06/2019;17730;15034;2;108
75;2;8;1;1;67;18/05/2019;19017;16058;2;108
60;3;3;0;2;0;21/06/2017;19236;16206;2;108
60;1;5;0;2;158;17/10/2017;19523;16206;2;108
69;1;25;1;4;156;21/06/2019;20350;14819;2;108
55;1;28;1;4;159;05/05/2019;20766;14819;2;108
48;1;62;2;2;3;12/04/2019;22689;15034;2;108
50;1;28;1;3;251;22/06/2019;24662;20557;2;108
35;1;60;3;3;348;25/06/2019;25869;20557;2;108
50;1;53;2;3;249;27/06/2019;25870;20557;2;108
95;1;0;;5;364;;31257;4621;2;108
95;1;2;0;5;361;01/07/2018;31259;4621;2;108
50;1;44;5;1;155;01/07/2019;35502;28609;2;108
300;2;3;0;1;133;16/04/2019;39752;31463;2;108
35;3;11;3;2;54;05/06/2019;42156;2519;2;108
54;3;0;;1;363;;44129;34181;2;108
100;2;10;7;1;67;04/07/2019;45346;34894;2;108
80;1;1;1;1;90;06/07/2019;46091;35390;2;108
99;3;1;1;1;95;29/06/2019;46867;35973;2;108
75;2;3;3;1;79;30/06/2019;47647;36535;2;108
80;1;42;1;2;365;06/07/2019;350;300;2;58
30;5;3;0;1;0;20/06/2017;778;656;2;58
109;30;304;4;1;0;19/06/2019;1244;1063;2;58
69;40;23;0;1;207;01/07/2016;1331;1144;2;58
61;4;107;1;2;335;22/06/2019;1440;1243;2;58
100;2;35;0;1;144;21/06/2019;1504;1296;2;58
80;2;72;1;1;364;30/06/2019;1679;1449;2;58
55;80;3;0;1;119;10/11/2012;1694;1462;2;58
47;1;71;1;1;0;04/09/2018;2024;1752;2;58
81;2;183;2;2;326;15/06/2019;2133;1845;2;58
78;4;70;2;2;348;12/06/2019;2143;1845;2;58
75;4;19;1;1;10;25/04/2019;2163;1868;2;58
46;4;70;1;2;173;23/05/2019;2212;1243;2;58
70;1;136;2;2;359;23/06/2019;2266;1956;2;58
75;6;0;;1;180;;2679;2316;2;58
45;4;68;1;1;0;01/01/2019;2840;2452;2;58
120;3;12;0;2;365;21/05/2019;2855;2464;2;58
79;1;274;4;3;308;25/04/2019;2921;2516;2;58
70;7;34;0;1;140;31/03/2019;2925;2520;2;58
38;30;7;0;1;137;03/11/2018;2946;2536;2;58
195;3;231;4;1;304;30/06/2019;2979;2567;2;58
100;3;4;0;2;364;02/06/2019;2992;2464;2;58
86;2;107;2;1;0;01/11/2018;3017;2600;2;58
79;1;108;3;3;313;30/05/2019;3209;2516;2;58
35;7;0;;1;0;;3443;2978;2;58
47;5;11;0;3;162;10/03/2018;3572;3088;2;58
65;2;183;3;1;146;10/06/2019;3862;3354;2;58
75;7;186;3;1;193;10/06/2019;3956;3432;2;58
70;3;1;0;2;0;06/04/2015;4005;3474;2;58
59;14;19;0;1;346;07/05/2019;4008;3477;2;58
50;10;1;0;1;0;31/07/2016;4009;3478;2;58
100;1;13;1;2;0;20/05/2019;4032;3497;2;58
50;5;37;1;1;313;22/04/2019;4194;3638;2;58
65;50;30;0;1;198;15/11/2015;4277;3711;2;58
149;1;10;0;1;365;08/10/2018;4318;3745;2;58
70;3;25;0;1;353;30/07/2016;4685;4062;2;58
38;30;8;0;18;358;12/06/2019;4886;1438;2;58
85;2;2;0;1;0;25/08/2015;4999;4343;2;58
45;14;1;0;1;0;16/08/2014;5270;4565;2;58
39;30;9;0;18;237;26/07/2018;5293;1438;2;58
65;2;16;0;1;302;01/07/2019;5463;4720;2;58
65;2;5;5;1;2;07/07/2019;5525;4772;2;58
250;2;22;0;1;123;02/01/2018;5527;4774;2;58
99;1;15;0;1;322;16/02/2019;5552;4793;2;58
69;4;22;0;1;311;04/06/2019;5564;4804;2;58
39;31;5;0;18;310;26/01/2018;5847;1438;2;58
39;30;13;0;18;341;09/09/2018;5848;1438;2;58
70;3;2;0;1;23;23/05/2019;5934;5116;2;58
75;5;1;0;1;0;10/11/2014;5978;5156;2;58
39;31;2;0;18;310;29/09/2017;6202;1438;2;58
200;1;0;;1;0;;6396;5508;2;58
120;3;18;0;2;0;11/01/2017;6401;5512;2;58
70;3;74;1;2;285;26/06/2019;6469;5512;2;58
70;5;0;;1;0;;6478;5578;2;58
60;1;72;1;1;364;16/10/2018;6530;5626;2;58
80;1;2;0;1;0;26/06/2015;6588;5679;2;58
100;5;46;1;1;338;14/06/2019;6960;6003;2;58
50;4;1;0;1;0;16/03/2015;7474;6443;2;58
60;1;0;;2;89;;7532;6490;2;58
80;7;0;;1;0;;7538;6493;2;58
80;3;11;0;1;0;07/11/2016;7564;6513;2;58
75;2;6;0;1;0;06/06/2016;7720;6639;2;58
47;5;7;0;3;236;28/05/2019;7773;3088;2;58
100;1;0;;1;365;;7784;6685;2;58
58;1;2;0;3;249;01/07/2019;7845;3088;2;58
60;2;0;;1;0;;7849;6740;2;58
50;1;1;0;1;0;10/08/2015;8333;7163;2;58
53;3;2;0;1;0;29/12/2018;8491;7303;2;58
40;2;36;1;1;0;16/09/2017;8617;7408;2;58
45;10;1;0;1;0;14/08/2015;8732;7511;2;58
85;1;3;0;1;0;12/05/2019;8752;7529;2;58
70;1;7;0;1;325;25/05/2016;8809;7575;2;58
86;4;28;1;1;364;23/04/2019;8820;7586;2;58
75;1;10;0;1;357;07/10/2018;8823;7589;2;58
55;15;1;0;2;0;13/08/2015;8959;7690;2;58
55;1;0;;1;0;;9036;7754;2;58
70;2;8;0;1;0;23/12/2016;9098;7808;2;58
59;1;108;2;4;0;06/06/2019;9114;1884;2;58
10000;100;2;0;1;0;13/02/2016;9153;7848;2;58
27;30;3;0;1;0;15/10/2017;9224;7913;2;58
85;2;32;1;2;177;02/07/2016;9339;8019;2;58
85;1;0;;1;0;;9374;8050;2;58
36;1;0;;1;0;;9467;8138;2;58
37;1;0;;1;0;;9653;8312;2;58
75;1;0;;1;0;;9743;8395;2;58
89;2;7;0;2;0;09/06/2019;9828;4870;2;58
45;1;190;5;2;132;07/07/2019;9969;8602;2;58
35;2;191;4;3;24;30/06/2019;10068;8691;2;58
50;3;1;0;1;0;05/09/2016;10220;8815;2;58
60;1;2;0;1;0;09/11/2015;10326;8904;2;58
90;14;0;;2;0;;10468;9031;2;58
75;3;0;;1;0;;10741;9259;2;58
100;15;15;0;2;61;01/07/2019;10749;9264;2;58
99;1;6;0;5;323;17/06/2019;10944;2255;2;58
109;1;2;0;5;138;12/05/2016;10945;2255;2;58
75;4;86;2;1;324;18/06/2019;11001;9480;2;58
80;5;30;1;2;249;05/11/2018;11018;9496;2;58
110;1;5;0;1;0;01/01/2017;11019;9497;2;58
100;2;15;0;1;318;01/10/2016;11053;9526;2;58
69;2;62;1;3;67;24/06/2019;11108;9579;2;58
70;3;1;0;2;36;12/10/2015;11124;9496;2;58
120;2;240;5;1;298;01/07/2019;11139;9606;2;58
77;1;254;6;3;11;24/06/2019;11164;9629;2;58
57;3;2;0;1;5;27/12/2018;11167;9632;2;58
75;2;94;2;3;35;07/07/2019;11382;9579;2;58
42;60;1;0;1;0;26/10/2015;11397;9821;2;58
45;1;137;3;9;283;16/06/2019;11511;9922;2;58
55;1;143;3;9;276;21/06/2019;11513;9922;2;58
55;1;78;2;9;311;20/06/2019;11514;9922;2;58
48;1;150;3;9;323;23/06/2019;11515;9922;2;58
50;1;99;2;9;341;20/05/2019;11516;9922;2;58
60;2;5;0;1;0;01/06/2018;11527;9931;2;58
50;2;1;0;1;0;03/11/2015;11677;10057;2;58
70;1;0;;1;0;;11832;10190;2;58
39;4;9;0;1;0;25/04/2019;11866;10219;2;58
77;2;1;0;1;364;06/05/2018;11963;10306;2;58
60;1;49;1;2;0;04/02/2019;12238;10546;2;58
70;2;26;1;1;128;22/05/2019;12309;10611;2;58
100;1;0;;1;0;;12504;10773;2;58
89;2;53;1;1;39;30/06/2019;12560;10821;2;58
60;1;150;4;2;179;17/06/2019;12561;8602;2;58
43;30;3;0;18;310;07/11/2018;12567;1438;2;58
59;1;156;4;4;208;02/07/2019;12574;10832;2;58
49;1;14;0;4;89;16/06/2019;12576;10832;2;58
68;3;6;0;1;0;07/10/2017;12601;10855;2;58
40;1;0;;1;0;;12649;10901;2;58
30;1;0;;1;0;;12899;11121;2;58
39;18;0;;18;310;;12944;1438;2;58
65;1;2;0;2;0;11/08/2018;13069;2938;2;58
55;10;0;;1;0;;13249;11403;2;58
95;2;55;1;3;244;22/06/2019;13272;7637;2;58
62;2;9;0;1;358;03/06/2019;13650;11729;2;58
66;1;0;;1;0;;13718;11785;2;58
80;1;0;;1;0;;13767;11827;2;58
60;1;0;;1;0;;13819;11872;2;58
49;1;5;0;1;332;26/05/2019;13875;11914;2;58
65;2;0;;1;0;;14026;12046;2;58
35;1;1;0;1;0;01/02/2016;14045;12062;2;58
33;1;0;;1;0;;14224;12220;2;58
70;3;65;2;1;89;20/06/2019;14233;12227;2;58
60;1;72;2;4;0;15/06/2019;14427;1884;2;58
45;5;50;1;1;145;28/06/2019;14802;12691;2;58
50;5;1;0;1;0;27/05/2016;14871;12741;2;58
50;1;1;0;1;0;24/03/2016;14954;12801;2;58
95;1;13;0;2;183;07/08/2016;14997;8019;2;58
59;1;0;;1;0;;15185;12975;2;58
66;1;1;0;1;0;06/08/2016;15434;13179;2;58
57;2;14;0;1;0;03/01/2017;15437;13181;2;58
75;1;21;1;1;364;21/06/2019;15464;13200;2;58
70;2;18;0;1;89;15/11/2016;15486;13220;2;58
48;2;11;0;1;0;25/11/2017;15609;13326;2;58
86;4;28;1;2;242;03/01/2019;15625;3077;2;58
55;3;3;0;2;0;24/08/2016;15636;13344;2;58
65;2;0;;1;0;;15674;13378;2;58
58;2;67;2;3;20;24/06/2019;15702;13401;2;58
40;2;36;1;2;0;24/06/2019;16079;13691;2;58
63;7;1;0;2;0;02/01/2017;16082;13691;2;58
36;2;37;1;2;228;24/06/2019;16182;13774;2;58
65;4;28;1;1;0;14/12/2018;16183;13775;2;58
120;1;1;0;1;0;14/06/2016;16344;13889;2;58
50;1;0;;1;0;;16351;13896;2;58
95;4;45;1;1;93;04/07/2019;16393;13930;2;58
80;60;3;0;1;83;19/01/2017;16686;14176;2;58
48;1;47;1;2;71;22/06/2019;16727;14212;2;58
40;90;0;;2;0;;16744;7690;2;58
70;10;3;0;2;250;14/06/2019;16992;9264;2;58
40;2;50;2;2;179;31/05/2019;17174;13774;2;58
65;5;10;0;1;68;28/11/2016;17393;14753;2;58
50;5;3;0;1;0;25/07/2017;17484;14828;2;58
30;6;0;;1;0;;17488;14832;2;58
150;2;0;;1;0;;17527;14861;2;58
55;2;41;1;1;278;02/06/2019;17576;14904;2;58
30;2;56;2;1;0;01/10/2017;17623;14945;2;58
75;1;0;;1;0;;17723;15029;2;58
55;1;0;;1;0;;17745;15046;2;58
100;3;11;0;1;0;01/01/2019;17755;15053;2;58
90;3;8;0;2;0;04/08/2018;17968;15225;2;58
60;1;1;0;1;0;09/10/2016;18117;15357;2;58
63;2;8;0;1;0;21/08/2017;18281;15493;2;58
55;1;20;1;4;252;27/06/2019;18298;10832;2;58
40;4;23;1;1;30;23/04/2019;18532;15692;2;58
60;2;2;1;2;34;10/06/2019;18715;15832;2;58
61;2;15;0;1;0;28/01/2017;18908;15976;2;58
90;3;6;0;2;10;23/10/2017;18975;15225;2;58
90;1;43;1;2;331;26/05/2019;19045;16081;2;58
75;4;87;3;2;57;27/06/2019;19122;16135;2;58
49;2;108;3;3;20;30/06/2019;19220;8691;2;58
99;3;47;1;2;176;14/09/2018;19294;16252;2;58
55;4;104;3;1;53;02/07/2019;19550;16447;2;58
49;1;12;0;1;0;19/07/2017;19570;16466;2;58
60;4;6;0;1;96;06/06/2019;19723;16590;2;58
55;1;94;3;2;0;16/04/2019;19800;10546;2;58
88;5;7;0;1;0;22/06/2017;19829;16681;2;58
70;1;19;2;1;172;09/06/2019;19854;16705;2;58
56;3;0;;1;0;;19929;16765;2;58
120;5;1;0;2;351;07/01/2018;19940;16772;2;58
85;2;57;2;2;306;22/06/2019;20108;16906;2;58
50;1;5;0;1;0;17/12/2016;20272;17037;2;58
75;1;50;2;2;61;18/06/2019;20292;16998;2;58
119;1;0;;1;0;;20604;17306;2;58
81;1;3;0;1;179;04/09/2018;20916;17559;2;58
80;3;23;1;2;244;14/06/2019;20937;17577;2;58
69;1;0;;1;0;;20980;17613;2;58
79;3;26;1;2;144;22/06/2019;21061;17577;2;58
60;7;0;;1;0;;21105;17715;2;58
44;1;14;0;1;0;13/03/2018;21288;17862;2;58
65;3;23;1;1;23;31/12/2018;21358;17918;2;58
50;3;1;1;1;341;27/06/2019;21395;17947;2;58
47;4;39;2;2;292;10/05/2019;21417;17964;2;58
96;2;18;1;1;364;28/04/2019;21522;18052;2;58
40;2;1;0;1;0;20/02/2017;21542;18063;2;58
70;4;0;;1;0;;21616;18121;2;58
47;15;23;1;2;31;31/05/2019;21666;18160;2;58
110;4;40;1;2;47;05/07/2019;21681;13963;2;58
55;10;0;;1;188;;21859;18306;2;58
55;1;9;1;1;0;25/04/2019;21943;18373;2;58
80;1;161;6;3;365;02/07/2019;21981;18405;2;58
60;2;40;1;1;67;23/06/2019;22042;18450;2;58
65;1;11;3;1;9;17/06/2019;22058;18461;2;58
53;2;14;1;1;0;17/05/2018;22118;18502;2;58
53;5;47;2;1;5;23/06/2019;22138;18521;2;58
30;90;2;0;4;341;01/07/2017;22188;16405;2;58
70;7;11;0;1;65;01/12/2018;22266;18623;2;58
75;22;37;1;2;69;01/06/2019;22326;18160;2;58
49;5;2;0;1;179;27/06/2017;22419;18739;2;58
50;1;6;0;1;0;30/10/2018;22674;18946;2;58
63;2;27;1;2;338;15/06/2019;23020;19217;2;58
90;3;17;1;2;334;23/04/2019;23031;19225;2;58
62;3;27;1;2;154;02/07/2019;23033;19225;2;58
150;2;2;0;1;87;12/09/2017;23123;19301;2;58
69;5;17;1;2;208;03/06/2018;23168;17964;2;58
60;1;129;5;1;95;03/07/2019;23319;19451;2;58
55;1;0;;1;0;;23364;19485;2;58
60;1;54;2;1;73;16/06/2019;23455;19563;2;58
65;21;0;;1;0;;23495;19595;2;58
38;4;19;1;2;188;22/12/2017;23510;19606;2;58
39;1;4;0;4;136;02/01/2019;23559;16405;2;58
49;1;6;0;2;359;06/05/2019;23619;19699;2;58
74;1;0;;2;359;;23621;19699;2;58
50;1;28;2;1;175;06/07/2019;23629;19705;2;58
55;2;5;0;1;0;30/07/2017;23768;19819;2;58
69;1;68;3;1;51;22/06/2019;23778;19826;2;58
45;10;17;1;2;283;07/05/2019;23783;19829;2;58
85;1;14;1;2;6;29/12/2018;23875;19911;2;58
166;1;8;0;1;89;05/10/2018;24120;20117;2;58
99;5;0;;1;0;;24163;20150;2;58
60;2;1;0;2;0;05/07/2017;24177;13344;2;58
60;2;3;0;1;0;18/08/2017;24182;20165;2;58
75;2;4;0;1;0;13/09/2017;24317;20276;2;58
110;3;23;1;1;0;11/05/2019;24329;20284;2;58
48;1;3;0;1;0;13/08/2017;24664;20558;2;58
65;1;5;1;1;328;26/02/2019;24891;20743;2;58
150;2;4;0;1;0;09/03/2019;24960;20797;2;58
80;3;35;2;1;154;08/06/2019;25048;20872;2;58
49;3;36;2;1;0;21/06/2018;25177;20972;2;58
50;4;1;0;1;0;17/08/2017;25253;21030;2;58
160;2;1;0;1;0;02/01/2018;25363;21116;2;58
112;7;0;;1;0;;25390;21138;2;58
60;2;4;0;2;177;25/02/2019;25560;21275;2;58
60;3;7;0;1;0;07/02/2018;25576;21285;2;58
60;1;19;1;2;250;05/06/2019;25577;21275;2;58
60;1;0;;1;0;;25588;21294;2;58
90;5;2;0;1;83;20/09/2017;25752;21424;2;58
50;4;1;0;1;0;22/09/2017;25793;21453;2;58
45;5;20;1;1;16;19/06/2019;26012;21618;2;58
99;3;1;0;2;328;16/09/2017;26070;16252;2;58
45;21;9;1;1;58;30/06/2019;26074;21663;2;58
80;2;26;1;2;364;03/06/2019;26085;3497;2;58
101;1;0;;1;0;;26172;21737;2;58
50;1;142;6;1;115;21/06/2019;26259;21804;2;58
70;3;5;0;1;0;18/09/2018;26301;21837;2;58
43;4;19;2;2;1;05/07/2019;26575;19829;2;58
95;2;13;1;2;0;07/07/2018;26617;22079;2;58
95;1;0;;1;177;;26740;22164;2;58
40;1;2;0;1;0;30/10/2017;26848;22248;2;58
180;6;0;;1;83;;26858;22257;2;58
60;1;66;3;1;19;22/06/2019;27018;22362;2;58
65;1;114;5;1;319;30/06/2019;27078;22412;2;58
69;1;129;6;1;349;07/07/2019;27319;22598;2;58
55;3;2;0;1;0;16/12/2017;27344;22616;2;58
60;1;2;0;1;0;06/04/2018;27355;22626;2;58
40;1;134;7;1;343;07/07/2019;27399;22660;2;58
47;30;1;0;1;90;31/12/2017;27479;22725;2;58
43;2;42;2;2;340;14/06/2019;27540;19217;2;58
49;1;19;1;1;0;24/06/2019;27623;22846;2;58
40;3;1;0;1;0;13/12/2017;28001;23146;2;58
50;2;0;;1;0;;28050;23184;2;58
50;1;6;0;1;0;07/04/2018;28094;23217;2;58
100;3;0;;1;0;;28099;23222;2;58
50;3;3;0;1;0;29/06/2018;28282;23366;2;58
58;1;5;0;1;0;10/12/2017;28348;23423;2;58
57;5;0;;1;0;;28353;23427;2;58
55;7;7;0;1;365;11/06/2019;28516;23558;2;58
29;5;11;1;1;156;15/06/2018;28526;23568;2;58
70;1;0;;1;0;;28567;23602;2;58
50;1;62;3;2;7;18/06/2019;28775;23772;2;58
85;11;0;;1;0;;28810;23801;2;58
50;3;0;;1;0;;28986;23944;2;58
60;1;26;1;5;173;31/12/2018;29221;23851;2;58
110;1;1;0;1;0;01/01/2018;29234;24137;2;58
70;1;92;5;3;357;30/06/2019;29266;18405;2;58
45;1;4;0;3;0;25/02/2018;29469;18405;2;58
80;3;22;1;1;188;25/10/2018;29615;24427;2;58
70;1;0;;1;0;;29731;24514;2;58
50;25;5;0;3;155;01/01/2019;29735;24517;2;58
47;3;24;1;1;0;05/11/2018;29849;24614;2;58
100;1;13;1;1;172;01/06/2019;29875;24638;2;58
100;1;3;0;1;0;30/12/2018;30048;24762;2;58
100;2;21;2;1;32;25/06/2019;30315;24973;2;58
75;2;4;0;1;0;29/03/2019;30333;24986;2;58
100;2;1;0;1;0;26/08/2018;30645;25212;2;58
75;7;0;;1;0;;30676;25232;2;58
60;1;24;2;1;0;19/08/2018;30784;25303;2;58
45;30;5;1;1;101;24/05/2019;30837;25343;2;58
60;3;6;0;1;156;11/04/2019;30844;25346;2;58
50;3;33;2;1;282;18/06/2019;30845;25347;2;58
38;1;40;3;2;48;29/06/2019;30940;24535;2;58
79;1;73;5;4;171;30/06/2019;31283;25677;2;58
39;1;11;1;4;62;26/12/2018;31287;25677;2;58
74;1;102;7;1;348;07/07/2019;31336;25712;2;58
80;7;0;;1;0;;31428;25788;2;58
52;6;7;0;1;2;25/06/2019;31638;25921;2;58
60;2;4;0;9;283;23/06/2018;31687;9922;2;58
59;1;48;3;9;351;16/06/2019;31688;9922;2;58
40;1;5;0;1;0;30/05/2018;31792;26039;2;58
49;3;8;1;1;18;17/05/2019;31898;26121;2;58
150;5;0;;1;362;;31923;26141;2;58
80;3;0;;1;0;;32117;26288;2;58
49;1;41;3;9;322;17/06/2019;32167;9922;2;58
50;1;27;2;9;363;23/06/2019;32168;9922;2;58
38;30;1;0;18;310;30/06/2018;32267;1438;2;58
60;2;35;3;1;204;30/06/2019;32644;26682;2;58
51;1;23;2;1;3;04/06/2019;32806;26789;2;58
60;50;0;;1;21;;32910;26868;2;58
59;2;30;3;3;132;26/06/2019;33472;27268;2;58
51;2;21;2;3;151;24/06/2019;33607;27268;2;58
51;2;34;3;3;167;27/06/2019;33613;27268;2;58
40;3;7;1;2;0;09/11/2018;33971;27626;2;58
54;2;2;0;1;0;09/09/2018;34526;27969;2;58
45;2;4;0;1;249;28/09/2018;34555;27975;2;58
90;5;1;0;1;69;29/09/2018;34650;28038;2;58
55;3;2;0;2;0;07/10/2018;34708;27626;2;58
40;5;1;0;1;0;08/09/2018;35147;28366;2;58
58;1;41;4;1;156;01/07/2019;35374;28525;2;58
120;5;2;0;2;90;12/10/2018;35410;16772;2;58
65;3;15;2;1;0;10/04/2019;35456;28579;2;58
63;4;10;1;1;74;04/07/2019;35512;28617;2;58
100;1;3;0;1;0;10/10/2018;35747;28792;2;58
75;2;4;0;1;164;28/10/2018;35801;28831;2;58
55;30;19;2;1;184;08/01/2019;35810;28837;2;58
120;1;1;0;1;362;19/09/2018;35812;28839;2;58
44;1;49;5;3;52;01/05/2019;35835;9629;2;58
70;4;6;1;1;63;26/05/2019;36013;28972;2;58
60;30;0;;103;215;;36027;26735;2;58
51;30;0;;103;216;;36032;26735;2;58
45;30;0;;103;246;;36054;26735;2;58
46;30;0;;103;237;;36466;26735;2;58
80;1;7;1;1;85;26/05/2019;36494;29292;2;58
105;1;2;0;1;359;02/12/2018;36515;29308;2;58
55;1;4;0;3;0;02/01/2019;36529;29317;2;58
100;3;2;1;1;364;20/05/2019;36577;29348;2;58
87;2;20;3;1;282;30/06/2019;36667;29411;2;58
65;2;27;3;2;59;05/07/2019;36803;29493;2;58
